CPP_number,Code,GPT4,GPT4_SC
CPP_144,"/*
Your task is to implement a function that will simplify the expression
x * n. The function returns true if x * n evaluates to a whole number and false
otherwise. Both x and n, are string representation of a fraction, and have the following format,
<numerator>/<denominator> where both numerator and denominator are positive whole numbers.

You can assume that x, and n are valid fractions, and do not have zero as denominator.

simplify(""1/5"", ""5/1"") = true
simplify(""1/6"", ""2/1"") = false
simplify(""7/10"", ""10/2"") = false
*/
#include<stdio.h>
#include<string>
using namespace std;
bool simplify(string x,string n){

    int a,b,c,d,i;
    for (i=0;i<x.size();i++)
        if (x[i]=='/') 
        {
            a=atoi(x.substr(0,i).c_str());
            b=atoi(x.substr(i+1).c_str());
        }
    for (i=0;i<n.size();i++)
        if (n[i]=='/') 
        {
            c=atoi(n.substr(0,i).c_str());
            d=atoi(n.substr(i+1).c_str());
        }
    if ((a*c)%(b*d)==0) return true;
    return false;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (simplify(""1/5"", ""5/1"") == true);
    assert (simplify(""1/6"", ""2/1"") == false);
    assert (simplify(""5/1"", ""3/1"") == true);
    assert (simplify(""7/10"", ""10/2"") == false);
    assert (simplify(""2/10"", ""50/10"") == true);
    assert (simplify(""7/2"", ""4/2"") == true);
    assert (simplify(""11/6"", ""6/1"") == true);
    assert (simplify(""2/3"", ""5/2"") == false);
    assert (simplify(""5/2"", ""3/5"") == false);
    assert (simplify(""2/4"", ""8/4"") == true);
    assert (simplify(""2/4"", ""4/2"") == true);
    assert (simplify(""1/5"", ""5/1"") == true);
    assert (simplify(""1/5"", ""1/5"") == false);
}
",partial pass,pass
CPP_89,"/*
Create a function encrypt that takes a string as an argument and
returns a string encrypted with the alphabet being rotated. 
The alphabet should be rotated in a manner such that the letters 
shift down by two multiplied to two places.
For example:
encrypt(""hi"") returns ""lm""
encrypt(""asdfghjkl"") returns ""ewhjklnop""
encrypt(""gf"") returns ""kj""
encrypt(""et"") returns ""ix""
*/
#include<stdio.h>
#include<string>
using namespace std;
string encrypt(string s){

    string out;
    int i;
    for (i=0;i<s.length();i++)
    {
        int w=((int)s[i]+4-(int)'a')%26+(int)'a';   
        out=out+(char)w;
    }
    return out;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (encrypt(""hi"") == ""lm"");
    assert (encrypt(""asdfghjkl"") == ""ewhjklnop"");
    assert (encrypt(""gf"") == ""kj"");
    assert (encrypt(""et"") == ""ix"");
    assert (encrypt(""faewfawefaewg"")==""jeiajeaijeiak"");
    assert (encrypt(""hellomyfriend"")==""lippsqcjvmirh"");
    assert (encrypt(""dxzdlmnilfuhmilufhlihufnmlimnufhlimnufhfucufh"")==""hbdhpqrmpjylqmpyjlpmlyjrqpmqryjlpmqryjljygyjl"");
    assert (encrypt(""a"")==""e"");
}
",partial pass,partial pass
CPP_161,"/*
You are given a string s.
if s[i] is a letter, reverse its case from lower to upper or vise versa, 
otherwise keep it as it is.
If the string contains no letters, reverse the string.
The function should return the resulted string.
Examples
solve(""1234"") = ""4321""
solve(""ab"") = ""AB""
solve(""#a@C"") = ""#A@c""
*/
#include<stdio.h>
#include<string>
using namespace std;
string solve(string s){

    int nletter=0;
    string out="""";
    for (int i=0;i<s.length();i++)
    {
        char w=s[i];
        if (w>=65 and w<=90) w=w+32;
        else if (w>=97 and w<=122) w=w-32;
        else nletter+=1;
        out=out+w;
    }
    if (nletter==s.length())
    {
        string p(s.rbegin(),s.rend());
        return p;
    }
    else return out;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (solve(""AsDf"") == ""aSdF"");
    assert (solve(""1234"") == ""4321"");
    assert (solve(""ab"") == ""AB"");
    assert (solve(""#a@C"") == ""#A@c"");
    assert (solve(""#AsdfW^45"") == ""#aSDFw^45"");
    assert (solve(""#6@2"") == ""2@6#"");
    assert (solve(""#$a^D"") == ""#$A^d"");
    assert (solve(""#ccc"") == ""#CCC"");
}
",partial pass,pass
CPP_64,"/*
Write a function vowels_count which takes a string representing a word as input and returns the number of vowels in the string. Vowels in this case are 'a', 'e', 'i', 'o', 'u'. 
Here, 'y' is also a vowel, but only when it is at the end of the given word.
Example: 
>>> vowels_count(""abcde"") 
2 
>>> vowels_count(""ACEDY"") 
3
*/
#include<stdio.h>
#include<string>
#include<algorithm>
using namespace std;
int vowels_count(string s){

    string vowels=""aeiouAEIOU"";
    int count=0;
    for (int i=0;i<s.length();i++)
    if (find(vowels.begin(),vowels.end(),s[i])!=vowels.end())
        count+=1;
    if (s[s.length()-1]=='y' or s[s.length()-1]=='Y') count+=1;
    return count;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (vowels_count(""abcde"") == 2);
    assert (vowels_count(""Alone"") == 3);
    assert (vowels_count(""key"") == 2);
    assert (vowels_count(""bye"") == 1);
    assert (vowels_count(""keY"") == 2);
    assert (vowels_count(""bYe"") == 1);
    assert (vowels_count(""ACEDY"") == 3);
   
}
",partial pass,pass
CPP_143,"/*
You are given a string representing a sentence,
the sentence contains some words separated by a space,
and you have to return a string that contains the words from the original sentence,
whose lengths are prime numbers,
the order of the words in the new string should be the same as the original one.

Example 1:
    Input: sentence = ""This is a test""
    Output: ""is""

Example 2:
    Input: sentence = ""lets go for swimming""
    Output: ""go for""

Constraints:
    * 1 <= len(sentence) <= 100
    * sentence contains only letters
*/
#include<stdio.h>
#include<string>
using namespace std;
string words_in_sentence(string sentence){

    string out="""";
    string current="""";
    sentence=sentence+' ';

    for (int i=0;i<sentence.size();i++)
    if (sentence[i]!=' ') current=current+sentence[i];
    else
    {
        bool isp=true;
        int l=current.length();
        if (l<2) isp=false;
        for (int j=2;j*j<=l;j++)
            if (l%j==0) isp=false;
        if (isp) out=out+current+' ';
        current="""";        
    }
    if (out.length()>0)
        out.pop_back();
    return out;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (words_in_sentence(""This is a test"") == ""is"");
    assert (words_in_sentence(""lets go for swimming"") == ""go for"");
    assert (words_in_sentence(""there is no place available here"") == ""there is no place"");
    assert (words_in_sentence(""Hi I am Hussein"") == ""Hi am Hussein"");
    assert (words_in_sentence(""go for it"") == ""go for it"");
    assert (words_in_sentence(""here"") == """");
    assert (words_in_sentence(""here is"") == ""is"");
}
",partial pass,partial pass
CPP_128,"/*
You are given a vector arr of integers and you need to return
sum of magnitudes of integers multiplied by product of all signs
of each number in the vector, represented by 1, -1 or 0.
Note: return -32768 for empty arr.

Example:
>>> prod_signs({1, 2, 2, -4}) == -9
>>> prod_signs({0, 1}) == 0
>>> prod_signs({}) == -32768
*/
#include<stdio.h>
#include<math.h>
#include<vector>
using namespace std;
int prod_signs(vector<int> arr){

    if (arr.size()==0) return -32768;
    int i,sum=0,prods=1;
    for (i=0;i<arr.size();i++)
    {
        sum+=abs(arr[i]);
        if (arr[i]==0) prods=0;
        if (arr[i]<0) prods=-prods;
   }
   return sum*prods;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (prod_signs({1, 2, 2, -4}) == -9);
    assert (prod_signs({0, 1}) == 0);
    assert (prod_signs({1, 1, 1, 2, 3, -1, 1}) == -10);
    assert (prod_signs({}) == -32768);
    assert (prod_signs({2, 4,1, 2, -1, -1, 9}) == 20);
    assert (prod_signs({-1, 1, -1, 1}) == 4);
    assert (prod_signs({-1, 1, 1, 1}) == -4);
    assert (prod_signs({-1, 1, 1, 0}) == 0);
}
",partial pass,pass
CPP_91,"/*
You'll be given a string of words, and your task is to count the number
of boredoms. A boredom is a sentence that starts with the word ""I"".
Sentences are delimited by '.', '?' or '!'.

For example:
>>> is_bored(""Hello world"")
0
>>> is_bored(""The sky is blue. The sun is shining. I love this weather"")
1
*/
#include<stdio.h>
#include<string>
using namespace std;
int is_bored(string S){

    bool isstart=true;
    bool isi=false;
    int sum=0;
    for (int i=0;i<S.length();i++)
    {
        if (S[i]==' ' and isi) {isi=false; sum+=1;}
        if (S[i]=='I' and isstart) {isi=true;  }
        else isi=false;   
        if (S[i]!=' ') { isstart=false;}
        if (S[i]=='.' or S[i]=='?' or S[i]=='!') isstart=true;
    }
    return sum;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (is_bored(""Hello world"") == 0);
    assert (is_bored(""Is the sky blue?"") == 0);
    assert (is_bored(""I love It !"") == 1);
    assert (is_bored(""bIt"") == 0);
    assert (is_bored(""I feel good today. I will be productive. will kill It"") == 2);
    assert (is_bored(""You and I are going for a walk"") == 0);
}
",partial pass,fail
CPP_44,"/*
Change numerical base of input number x to base.
return string representation after the conversion.
base numbers are less than 10.
>>> change_base(8, 3)
""22""
>>> change_base(8, 2)
""1000""
>>> change_base(7, 2)
""111""
*/
#include<stdio.h>
#include<string>
using namespace std;
string change_base(int x,int base){

    string out="""";
    while (x>0)
    {
        out=to_string(x%base)+out;
        x=x/base;
    }
    return out;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (change_base(8, 3) == ""22"");
    assert (change_base(9, 3) == ""100"");
    assert (change_base(234, 2) == ""11101010"");
    assert (change_base(16, 2) == ""10000"");
    assert (change_base(8, 2) == ""1000"");
    assert (change_base(7, 2) == ""111"");
    for (int x=2;x<8;x++)
        assert (change_base(x, x + 1) == to_string(x));
}
",partial pass,pass
CPP_73,"/*
Given a vector arr of integers, find the minimum number of elements that
need to be changed to make the vector palindromic. A palindromic vector is a vector that
is read the same backwards and forwards. In one change, you can change one element to any other element.

For example:
smallest_change({1,2,3,5,4,7,9,6}) == 4
smallest_change({1, 2, 3, 4, 3, 2, 2}) == 1
smallest_change({1, 2, 3, 2, 1}) == 0
*/
#include<stdio.h>
#include<vector>
using namespace std;
int smallest_change(vector<int> arr){

    int out=0;
    for (int i=0;i<arr.size()-1-i;i++)
        if (arr[i]!=arr[arr.size()-1-i])
            out+=1;
    return out;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (smallest_change({1,2,3,5,4,7,9,6}) == 4);
    assert (smallest_change({1, 2, 3, 4, 3, 2, 2}) == 1);
    assert (smallest_change({1, 4, 2}) == 1);
    assert (smallest_change({1, 4, 4, 2}) == 1);
    assert (smallest_change({1, 2, 3, 2, 1}) == 0);
    assert (smallest_change({3, 1, 1, 3}) == 0);
    assert (smallest_change({1}) == 0);
    assert (smallest_change({0, 1}) == 1);
}
",partial pass,pass
CPP_125,"/*
Given a string of words, return a vector of words split on whitespace, if no whitespaces exists in the text you
should split on commas ',' if no commas exists you should return a vector with one element, the number of lower-case letters with odd order in the
alphabet, ord(""a"") = 0, ord(""b"") = 1, ... ord(""z"") = 25
Examples
split_words(""Hello world!"") ➞ {""Hello"", ""world!""}
split_words(""Hello,world!"") ➞ {""Hello"", ""world!""}
split_words(""abcdef"") == {""3""} 
*/
#include<stdio.h>
#include<vector>
#include<string>
#include<algorithm>
using namespace std;
vector<string> split_words(string txt){

    int i;
    string current="""";
    vector<string> out={};
    if (find(txt.begin(),txt.end(),' ')!=txt.end())
    {
        txt=txt+' ';
        for (i=0;i<txt.length();i++)
            if (txt[i]==' ') 
            {
                if (current.length()>0)out.push_back(current); 
                current="""";
            }
            else current=current+txt[i];
        return out;
    }
    if (find(txt.begin(),txt.end(),',')!=txt.end())
    {
        txt=txt+',';
        for (i=0;i<txt.length();i++)
            if (txt[i]==',') 
            {
                if (current.length()>0)out.push_back(current); 
                current="""";
            }
            else current=current+txt[i];
        return out;
    }
    int num=0;
    for (i=0;i<txt.length();i++)
        if (txt[i]>=97 and txt[i]<=122 and txt[i]%2==0)
            num+=1;
    return {to_string(num)};
}

#undef NDEBUG
#include<assert.h>
bool issame(vector<string> a,vector<string>b){
    if (a.size()!=b.size()) return false;
    for (int i=0;i<a.size();i++)
    {
    if (a[i]!=b[i]) return false;
    }
    return true;
}
int main(){
    assert (issame(split_words(""Hello world!"") , {""Hello"",""world!""}));
    assert (issame(split_words(""Hello,world!"") , {""Hello"",""world!""}));
    assert (issame(split_words(""Hello world,!"") , {""Hello"",""world,!""}));
    assert (issame(split_words(""Hello,Hello,world !"") , {""Hello,Hello,world"",""!""}));
    assert (issame(split_words(""abcdef"") , {""3""}));
    assert (issame(split_words(""aaabb"") , {""2""}));
    assert (issame(split_words(""aaaBb"") , {""1""}));
    assert (issame(split_words("""") ,{""0""}));
}
",partial pass,partial pass
CPP_33,"/*
This function takes a vector l and returns a vector l' such that
l' is identical to l in the indicies that are not divisible by three, while its values at the indicies that are divisible by three are equal
to the values of the corresponding indicies of l, but sorted.
>>> sort_third({1, 2, 3})
{1, 2, 3}
>>> sort_third({5, 6, 3, 4, 8, 9, 2})
{2, 6, 3, 4, 8, 9, 5}
*/
#include<stdio.h>
#include<vector>
#include<algorithm>
using namespace std;
vector<int> sort_third(vector<int> l){

    vector<int> third={};
    int i;
    for (i=0;i*3<l.size();i++)
        third.push_back(l[i*3]);
    
    sort(third.begin(),third.end());

    vector<int> out={};
    for (i=0;i<l.size();i++)
    {
        if (i%3==0) {out.push_back(third[i/3]);}
        else out.push_back(l[i]);
    }
    return out;

}

#undef NDEBUG
#include<assert.h>
bool issame(vector<int> a,vector<int>b){
    if (a.size()!=b.size()) return false;
    for (int i=0;i<a.size();i++)
    {
        if (a[i]!=b[i]) return false;
    }
    return true;
}
int main(){
    assert (issame(sort_third({1, 2, 3}) , sort_third({1, 2, 3})));
    assert (issame(sort_third({5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10}) , sort_third({5, 3, -5, 2, -3, 3, 9, 0, 123, 1, -10})));
    assert (issame(sort_third({5, 8, -12, 4, 23, 2, 3, 11, 12, -10}) , sort_third({5, 8, -12, 4, 23, 2, 3, 11, 12, -10})));
    assert (issame(sort_third({5, 6, 3, 4, 8, 9, 2}) , {2, 6, 3, 4, 8, 9, 5}));
    assert (issame(sort_third({5, 8, 3, 4, 6, 9, 2}) , {2, 8, 3, 4, 6, 9, 5}));
    assert (issame(sort_third({5, 6, 9, 4, 8, 3, 2}) , {2, 6, 9, 4, 8, 3, 5}));
    assert (issame(sort_third({5, 6, 3, 4, 8, 9, 2, 1}) , {2, 6, 3, 4, 8, 9, 5, 1}));
}
",partial pass,partial pass
CPP_151,"/*
Given a vector of numbers, return the sum of squares of the numbers
in the vector that are odd. Ignore numbers that are negative or not integers.

double_the_difference({1, 3, 2, 0}) == 1 + 9 + 0 + 0 = 10
double_the_difference({-1, -2, 0}) == 0
double_the_difference({9, -2}) == 81
double_the_difference({0}) == 0  

If the input vector is empty, return 0.
*/
#include<stdio.h>
#include<math.h>
#include<vector>
using namespace std;
long long double_the_difference(vector<float> lst){

    long long sum=0;
    for (int i=0;i<lst.size();i++)
    if (lst[i]-round(lst[i])<1e-4)
    if (lst[i]>0 and (int)(round(lst[i]))%2==1) sum+=(int)(round(lst[i]))*(int)(round(lst[i]));
    return sum;
}

#undef NDEBUG
#include<assert.h>
int main(){
    assert (double_the_difference({}) == 0);
    assert (double_the_difference({5, 4}) == 25);
    assert (double_the_difference({0.1, 0.2, 0.3}) == 0 );
    assert (double_the_difference({-10, -20, -30}) == 0 );
    assert (double_the_difference({-1, -2, 8}) == 0);
    assert (double_the_difference({0.2, 3, 5}) == 34);
    
    
    long long odd_sum=0;
    vector<float> lst={};

    for (int i=-99;i<100;i+=2)
    {
        lst.push_back(i+0.0);
        if (i>0 and i%2==1) odd_sum+=i*i;
    }
  
    assert (double_the_difference(lst) == odd_sum );
}
",partial pass,pass
CPP_70,"/*
Given vector of integers, return vector in strange order.
Strange sorting, is when you start with the minimum value,
then maximum of the remaining integers, then minimum and so on.

Examples:
strange_sort_vector({1, 2, 3, 4}) == {1, 4, 2, 3}
strange_sort_vector({5, 5, 5, 5}) == {5, 5, 5, 5}
strange_sort_vector({}) == {}
*/
#include<stdio.h>
#include<vector>
#include<algorithm>
using namespace std;
vector<int> strange_sort_list(vector<int> lst){

    vector<int> out={};
    sort(lst.begin(),lst.end());
    int l=0,r=lst.size()-1;
    while (l<r)
    {
        out.push_back(lst[l]);
        l+=1;
        out.push_back(lst[r]);
        r-=1;
    }
    if (l==r) out.push_back(lst[l]);
    return out;

}

#undef NDEBUG
#include<assert.h>
bool issame(vector<int> a,vector<int>b){
    if (a.size()!=b.size()) return false;
    for (int i=0;i<a.size();i++)
    {
        if (a[i]!=b[i]) return false;
    }
    return true;
}
int main(){
    assert (issame(strange_sort_list({1, 2, 3, 4}) , {1, 4, 2, 3}));
    assert (issame(strange_sort_list({5, 6, 7, 8, 9}) , {5, 9, 6, 8, 7}));
    assert (issame(strange_sort_list({1, 2, 3, 4, 5}) , {1, 5, 2, 4, 3}));
    assert (issame(strange_sort_list({5, 6, 7, 8, 9, 1}) , {1, 9, 5, 8, 6, 7}));
    assert (issame(strange_sort_list({5, 5, 5, 5}) , {5, 5, 5, 5}));
    assert (issame(strange_sort_list({}) , {}));
    assert (issame(strange_sort_list({1,2,3,4,5,6,7,8}) , {1, 8, 2, 7, 3, 6, 4, 5}));
    assert (issame(strange_sort_list({0,2,2,2,5,5,-5,-5}) , {-5, 5, -5, 5, 0, 2, 2, 2}));
    assert (issame(strange_sort_list({111111}) , {111111}));
}
",partial pass,pass
